time,voltage
2021-04-15 17:06:15.972591,0.0
2021-04-15 22:48:11.847990,0.0
2021-04-15 22:48:12.519865,0.0
2021-04-15 22:48:49.372909,0.0
2021-04-15 22:48:54.195793,0.0
2021-04-15 22:50:45.513643,0.0
2021-04-15 22:50:45.947318,0.0
2021-04-15 22:52:49.303084,0.0
2021-04-15 22:52:49.835065,0.0
2021-04-15 22:52:55.660939,0.0
2021-04-15 22:52:56.210265,0.0
2021-04-15 22:52:58.382410,0.0
2021-04-15 22:54:49.120056,0.0
2021-04-15 22:55:17.851959,0.0
2021-04-15 22:55:18.383519,0.0
